ido,esperanto,similarity,rank,source
verki,verkon,0.9873,781,bert-alignment
verki,verkita,0.9863,781,bert-alignment
verko,verko,1.0,802,bert-alignment
verko,libro,0.986,802,bert-alignment
verko,operejo,0.9839,802,bert-alignment
vers,kreis,0.9867,532,bert-alignment
vers,signifis,0.9862,532,bert-alignment
vers,pour,0.9862,532,bert-alignment
versiono,varianto,0.992,2024,bert-alignment
versiono,formulo,0.989,2024,bert-alignment
versiono,partio,0.9881,2024,bert-alignment
vi,vi,1.0,2603,bert-alignment
vi,vinila,0.9881,2603,bert-alignment
vi,viando,0.9872,2603,bert-alignment
vice,absoluta,0.9842,1496,bert-alignment
vice,vasta,0.9835,1496,bert-alignment
vice,torre,0.9827,1496,bert-alignment
vicente,vicente,0.9995,3082,bert-alignment
vicente,vico,0.9946,3082,bert-alignment
vicente,viktor,0.9914,3082,bert-alignment
viciebsk,kievo,0.9799,965,bert-alignment
viciebsk,karlovy,0.9798,965,bert-alignment
viciebsk,novjorko,0.9794,965,bert-alignment
"viciebsk,",vladimir,0.9771,383,bert-alignment
"viciebsk,",rusia,0.977,383,bert-alignment
"viciebsk,",novjorko,0.977,383,bert-alignment
vicina,absoluta,0.9883,733,bert-alignment
vicina,loka,0.9879,733,bert-alignment
vicina,proksima,0.9878,733,bert-alignment
vicini,longe,0.9881,2801,bert-alignment
vicini,similas,0.9866,2801,bert-alignment
vicini,simplaj,0.9863,2801,bert-alignment
victor,victor,0.9983,3388,bert-alignment
victor,araba,0.9768,3388,bert-alignment
victor,finis,0.9766,3388,bert-alignment
victoria,victor,0.9858,3844,bert-alignment
victoria,klara,0.984,3844,bert-alignment
victoria,roma,0.9832,3844,bert-alignment
vidar,vidata,0.9933,3039,bert-alignment
vidar,ligas,0.99,3039,bert-alignment
vidar,havante,0.9897,3039,bert-alignment
vidas,vidas,1.0,3574,bert-alignment
vidas,vida,0.9903,3574,bert-alignment
vidas,casa,0.9836,3574,bert-alignment
videbla,videbla,0.9985,2235,bert-alignment
videbla,solvebla,0.987,2235,bert-alignment
videbla,komprenebla,0.9862,2235,bert-alignment
videz,ligon,0.9934,771,bert-alignment
videz,multaj,0.9932,771,bert-alignment
videz,vieno,0.9931,771,bert-alignment
vidis,vidis,0.9992,2132,bert-alignment
vidis,montras,0.9917,2132,bert-alignment
vidis,diris,0.9889,2132,bert-alignment
vietnam,palestino,0.978,1637,bert-alignment
vietnam,koreio,0.9769,1637,bert-alignment
vietnam,israelo,0.9767,1637,bert-alignment
vikingi,krei,0.9881,3438,bert-alignment
vikingi,labori,0.9876,3438,bert-alignment
vikingi,egipta,0.9876,3438,bert-alignment
viktimi,viktimo,0.9936,4294,bert-alignment
viktimi,viktimoj,0.9928,4294,bert-alignment
viktimi,mortigi,0.9884,4294,bert-alignment
viktor,viktor,1.0,3052,bert-alignment
viktor,vico,0.9919,3052,bert-alignment
viktor,vicente,0.9914,3052,bert-alignment
vilajal-urbala,interurba,0.987,322,bert-alignment
vilajal-urbala,vilao,0.9847,322,bert-alignment
vilajal-urbala,agrikultura,0.9839,322,bert-alignment
vilajala,vilao,0.9883,119,bert-alignment
vilajala,civila,0.987,119,bert-alignment
vilajala,minejo,0.9863,119,bert-alignment
vilajeto,vilao,0.9923,1289,bert-alignment
vilajeto,minejo,0.9884,1289,bert-alignment
vilajeto,vilaĝplaco,0.9877,1289,bert-alignment
vilaji,vilao,0.9858,2845,bert-alignment
vilaji,labori,0.9858,2845,bert-alignment
vilaji,vilaĝplaco,0.9835,2845,bert-alignment
vilaji.,vilao,0.9836,1142,bert-alignment
vilaji.,hotelo,0.9818,1142,bert-alignment
vilaji.,kalkuli,0.9817,1142,bert-alignment
vilajo,vilao,0.9944,40,bert-alignment
vilajo,vilaĝplaco,0.9861,40,bert-alignment
vilajo,domaro,0.9854,40,bert-alignment
vincent,vincent,0.9992,4274,bert-alignment
vincent,vicente,0.9882,4274,bert-alignment
vincent,marcel,0.9881,4274,bert-alignment
vinkar,venkis,0.9876,4020,bert-alignment
vinkar,kaptis,0.9832,4020,bert-alignment
vinkar,invadis,0.9829,4020,bert-alignment
vinkas,venkis,0.9856,669,bert-alignment
vinkas,perdas,0.9809,669,bert-alignment
vinkas,invadis,0.9795,669,bert-alignment
vinkesis,invadis,0.9879,2959,bert-alignment
vinkesis,eklaboris,0.9869,2959,bert-alignment
vinkesis,kaptis,0.9863,2959,bert-alignment
vinkeso,venkis,0.9868,3754,bert-alignment
vinkeso,kaptis,0.9866,3754,bert-alignment
vinkeso,invadis,0.986,3754,bert-alignment
vinkis,venkis,0.9882,694,bert-alignment
vinkis,invadis,0.9869,694,bert-alignment
vinkis,kaptis,0.9858,694,bert-alignment
vinko,venkis,0.9864,1701,bert-alignment
vinko,venko,0.9833,1701,bert-alignment
vinko,invadis,0.9819,1701,bert-alignment
vino,vino,1.0,4751,bert-alignment
vino,ludoviko,0.9793,4751,bert-alignment
vino,disko,0.9791,4751,bert-alignment
vintrala,vintre,0.9891,3413,bert-alignment
vintrala,vintra,0.989,3413,bert-alignment
vintrala,vintro,0.9879,3413,bert-alignment
vintri,vintre,0.9935,3870,bert-alignment
vintri,vintro,0.9928,3870,bert-alignment
vintri,vintra,0.9906,3870,bert-alignment
vintro,vintro,1.0,2659,bert-alignment
vintro,vintre,0.9922,2659,bert-alignment
vintro,vintra,0.9852,2659,bert-alignment
violento,interveno,0.989,3734,bert-alignment
violento,konflikto,0.9889,3734,bert-alignment
violento,reago,0.9888,3734,bert-alignment
violentoza,stabila,0.9887,2737,bert-alignment
violentoza,facila,0.9886,2737,bert-alignment
violentoza,populara,0.9885,2737,bert-alignment
virala,universala,0.9896,4553,bert-alignment
virala,vira,0.9892,4553,bert-alignment
virala,populara,0.9886,4553,bert-alignment
virginia,irlanda,0.9869,2973,bert-alignment
virginia,georgo,0.9863,2973,bert-alignment
virginia,danio,0.9859,2973,bert-alignment
viri,virino,0.9871,48,bert-alignment
viri,viro,0.9845,48,bert-alignment
viri,virgulino,0.9827,48,bert-alignment
"viri,",virino,0.9859,3807,bert-alignment
"viri,",vojaĝis,0.9849,3807,bert-alignment
"viri,",produktis,0.9846,3807,bert-alignment
viro,viro,0.9989,2119,bert-alignment
viro,virino,0.9946,2119,bert-alignment
viro,vira,0.9914,2119,bert-alignment
vivanta,vivanta,0.9988,2285,bert-alignment
vivanta,vivas,0.9892,2285,bert-alignment
vivanta,stabila,0.9874,2285,bert-alignment
vivar,vido,0.9879,4536,bert-alignment
vivar,malvarma,0.9878,4536,bert-alignment
vivar,vivas,0.9876,4536,bert-alignment
vivas,vivas,1.0,1538,bert-alignment
vivas,vivis,0.9939,1538,bert-alignment
vivas,servas,0.992,1538,bert-alignment
vivis,vivis,0.9995,41,bert-alignment
vivis,vivas,0.9939,41,bert-alignment
vivis,studis,0.9923,41,bert-alignment
vivo,vivo,1.0,668,bert-alignment
vivo,vivon,0.9836,668,bert-alignment
vivo,viva,0.9826,668,bert-alignment
"vivo,",vivis,0.9868,3858,bert-alignment
"vivo,",vivas,0.9861,3858,bert-alignment
"vivo,",timo,0.9856,3858,bert-alignment
vizitas,vizitas,1.0,3603,bert-alignment
vizitas,prezentas,0.9935,3603,bert-alignment
vizitas,konservas,0.9926,3603,bert-alignment
viziteri,viziti,0.9945,3219,bert-alignment
viziteri,vizitis,0.991,3219,bert-alignment
viziteri,organizi,0.9876,3219,bert-alignment
vizitis,vizitis,1.0,2193,bert-alignment
vizitis,vojaĝis,0.994,2193,bert-alignment
vizitis,reprezentis,0.9935,2193,bert-alignment
vizito,vizito,0.9988,4103,bert-alignment
vizito,devis,0.9834,4103,bert-alignment
vizito,vidis,0.9833,4103,bert-alignment
vladimir,vladimir,0.999,1877,bert-alignment
vladimir,ivan,0.9874,1877,bert-alignment
vladimir,viktor,0.9867,1877,bert-alignment
voco,voktejo,0.9917,4111,bert-alignment
voco,fono,0.9897,4111,bert-alignment
voco,senco,0.9895,4111,bert-alignment
volas,volas,0.9988,2120,bert-alignment
volas,deziras,0.9869,2120,bert-alignment
volas,bezonas,0.9855,2120,bert-alignment
volis,volis,0.9995,2459,bert-alignment
volis,preferis,0.9936,2459,bert-alignment
volis,pasis,0.9932,2459,bert-alignment
volkano,ekleziaj,0.9865,2676,bert-alignment
volkano,specion,0.9863,2676,bert-alignment
volkano,milita,0.9862,2676,bert-alignment
von,von,1.0,645,bert-alignment
von,monda,0.9797,645,bert-alignment
von,für,0.9794,645,bert-alignment
vortaro,vortaro,0.9982,4223,bert-alignment
vortaro,traduko,0.9789,4223,bert-alignment
vortaro,instruisto,0.9784,4223,bert-alignment
vorti,vorton,0.9829,791,bert-alignment
vorti,enketo,0.9821,791,bert-alignment
vorti,frazo,0.9811,791,bert-alignment
vorto,vorto,1.0,507,bert-alignment
vorto,termino,0.9872,507,bert-alignment
vorto,afero,0.9848,507,bert-alignment
votado,parolado,0.9913,4750,bert-alignment
votado,fabrikado,0.9907,4750,bert-alignment
votado,konvertado,0.9906,4750,bert-alignment
votala,formala,0.9907,3712,bert-alignment
votala,elektas,0.9898,3712,bert-alignment
votala,studenta,0.9885,3712,bert-alignment
votar,elektas,0.9818,4902,bert-alignment
votar,politika,0.9811,4902,bert-alignment
votar,vorto,0.9809,4902,bert-alignment
voteri.,elekti,0.9856,3743,bert-alignment
voteri.,organizi,0.9844,3743,bert-alignment
voteri.,artisto,0.984,3743,bert-alignment
voti,elekti,0.9922,3199,bert-alignment
voti,elektita,0.989,3199,bert-alignment
voti,elektas,0.9889,3199,bert-alignment
votodistrikto,kandidato,0.9898,1904,bert-alignment
votodistrikto,elekti,0.9889,1904,bert-alignment
votodistrikto,konkurso,0.9883,1904,bert-alignment
voyaji,labori,0.9854,4136,bert-alignment
voyaji,viziti,0.9847,4136,bert-alignment
voyaji,organizi,0.9829,4136,bert-alignment
voyajis,vojaĝis,0.9888,2777,bert-alignment
voyajis,forpasis,0.9882,2777,bert-alignment
voyajis,vivis,0.9881,2777,bert-alignment
voyajo,flugo,0.9849,1497,bert-alignment
voyajo,labori,0.9849,1497,bert-alignment
voyajo,interagado,0.9844,1497,bert-alignment
voyi,labori,0.991,4792,bert-alignment
voyi,kolekti,0.9899,4792,bert-alignment
voyi,krei,0.9897,4792,bert-alignment
voyo,tunelo,0.99,1797,bert-alignment
voyo,fronto,0.9898,1797,bert-alignment
voyo,situo,0.9892,1797,bert-alignment
vu,vin,0.9853,1617,bert-alignment
vu,povu,0.9844,1617,bert-alignment
vu,big,0.9836,1617,bert-alignment
vundas,donas,0.993,4356,bert-alignment
vundas,kreas,0.9928,4356,bert-alignment
vundas,vivas,0.9927,4356,bert-alignment
vundesas,vundita,0.9929,3005,bert-alignment
vundesas,vivas,0.9907,3005,bert-alignment
vundesas,helpas,0.9906,3005,bert-alignment
vundita,vundita,0.9986,1821,bert-alignment
vundita,arestita,0.9895,1821,bert-alignment
vundita,kaptita,0.9895,1821,bert-alignment
vunditi,vundita,0.9957,4066,bert-alignment
vunditi,mortigi,0.9867,4066,bert-alignment
vunditi,enloĝantoj,0.9862,4066,bert-alignment
väisälä,eötvös,0.9585,3230,bert-alignment
väisälä,mihály,0.9579,3230,bert-alignment
väisälä,szeged,0.9565,3230,bert-alignment
w,walter,0.9865,2844,bert-alignment
w,kurt,0.9854,2844,bert-alignment
w,carl,0.985,2844,bert-alignment
wals,luis,0.9888,4861,bert-alignment
wals,jules,0.9884,4861,bert-alignment
wals,kiss,0.9882,4861,bert-alignment
walter,walter,1.0,2016,bert-alignment
walter,alfred,0.9897,2016,bert-alignment
walter,oliver,0.9893,2016,bert-alignment
warszawa,teritoria,0.9802,1966,bert-alignment
warszawa,slava,0.9797,1966,bert-alignment
warszawa,ukraina,0.9796,1966,bert-alignment
warszawa.,korporacio,0.9781,84,bert-alignment
warszawa.,konferenco,0.9776,84,bert-alignment
warszawa.,amerika,0.976,84,bert-alignment
washington,washington,0.9992,1707,bert-alignment
washington,vaŝingtono,0.9904,1707,bert-alignment
washington,johannes,0.9882,1707,bert-alignment
"washington,",washington,0.993,3009,bert-alignment
"washington,",vaŝingtono,0.9849,3009,bert-alignment
"washington,",michael,0.9838,3009,bert-alignment
west,west,1.0,2029,bert-alignment
west,east,0.9818,2029,bert-alignment
west,nord,0.981,2029,bert-alignment
west-germania,germanio,0.9859,4465,bert-alignment
west-germania,nordrejn-vestfalio,0.9838,4465,bert-alignment
west-germania,nederlando,0.9832,4465,bert-alignment
westa,east,0.9887,3406,bert-alignment
westa,norda,0.9877,3406,bert-alignment
westa,suden,0.9871,3406,bert-alignment
westal,east,0.9883,1392,bert-alignment
westal,norda,0.988,1392,bert-alignment
westal,sudorienta,0.9866,1392,bert-alignment
westala,norda,0.9912,580,bert-alignment
westala,sudorienta,0.9907,580,bert-alignment
westala,nordorienta,0.9903,580,bert-alignment
weste,sude,0.9874,769,bert-alignment
weste,norde,0.9866,769,bert-alignment
weste,meze,0.9837,769,bert-alignment
"weste,",norde,0.9839,3883,bert-alignment
"weste,",sude,0.9819,3883,bert-alignment
"weste,",nordoriente,0.9808,3883,bert-alignment
westo,nordo,0.9908,2839,bert-alignment
westo,norda,0.9905,2839,bert-alignment
westo,fronto,0.9893,2839,bert-alignment
"westpomeria,",teritoria,0.9872,2898,bert-alignment
"westpomeria,",provenco-alpoj-bordo,0.9869,2898,bert-alignment
"westpomeria,",aŭvernjo-rodano-alpoj,0.9869,2898,bert-alignment
width:,scott,0.9822,4858,bert-alignment
width:,rando,0.9821,4858,bert-alignment
width:,igas,0.982,4858,bert-alignment
wien,wien,1.0,2595,bert-alignment
wien,münchen,0.9876,2595,bert-alignment
wien,werner,0.9839,2595,bert-alignment
"wien,",wien,0.9904,4645,bert-alignment
"wien,",münchen,0.9823,4645,bert-alignment
"wien,",nordrejn-vestfalio,0.9796,4645,bert-alignment
"wieruszów,",rusiaj,0.9814,2642,bert-alignment
"wieruszów,",aŭvernjo-rodano-alpoj,0.9812,2642,bert-alignment
"wieruszów,",burgonjo-franĉkonteo,0.9807,2642,bert-alignment
wieś,varsovio,0.9837,2384,bert-alignment
wieś,karlovy,0.9837,2384,bert-alignment
wieś,walter,0.9831,2384,bert-alignment
wilhelm,wilhelm,1.0,1134,bert-alignment
wilhelm,vilhelmo,0.9956,1134,bert-alignment
wilhelm,wilson,0.9907,1134,bert-alignment
willem,william,0.9934,2936,bert-alignment
willem,wilson,0.9913,2936,bert-alignment
willem,vilhelmo,0.9901,2936,bert-alignment
william,william,1.0,509,bert-alignment
william,williams,0.9929,509,bert-alignment
william,wilson,0.9894,509,bert-alignment
with,with,0.9989,4262,bert-alignment
with,con,0.9871,4262,bert-alignment
with,kun,0.9864,4262,bert-alignment
wola,plia,0.9922,1082,bert-alignment
wola,plua,0.9921,1082,bert-alignment
wola,kalia,0.9916,1082,bert-alignment
"wola,",londona,0.9895,1559,bert-alignment
"wola,",alvenas,0.9887,1559,bert-alignment
"wola,",vira,0.9887,1559,bert-alignment
world,world,0.9977,1490,bert-alignment
world,mondo,0.9868,1490,bert-alignment
world,earth,0.9811,1490,bert-alignment
wta,skota,0.9887,1560,bert-alignment
wta,kapti,0.9879,1560,bert-alignment
wta,levita,0.9878,1560,bert-alignment
wysokie,alte,0.9838,766,bert-alignment
wysokie,malgranda,0.9835,766,bert-alignment
wysokie,aktive,0.9828,766,bert-alignment
wólka,ngc-katalogo,0.9736,1745,bert-alignment
wólka,andrzej,0.9722,1745,bert-alignment
wólka,rudolf,0.9715,1745,bert-alignment
"włodawa,",andrzej,0.9774,1495,bert-alignment
"włodawa,",ĉambroj,0.9768,1495,bert-alignment
"włodawa,",gajni,0.9756,1495,bert-alignment
x,ekz,0.9814,1329,bert-alignment
x,ke,0.9812,1329,bert-alignment
x,nombroj,0.9804,1329,bert-alignment
y,yonne,0.9812,665,bert-alignment
y,jc,0.9794,665,bert-alignment
y,ian,0.9785,665,bert-alignment
ya,ja,0.9857,3309,bert-alignment
ya,jaron,0.985,3309,bert-alignment
ya,jare,0.9848,3309,bert-alignment
yarala,formala,0.9881,870,bert-alignment
yarala,ordinara,0.9862,870,bert-alignment
yarala,normala,0.9851,870,bert-alignment
yarcenti,jarmilo,0.9822,1569,bert-alignment
yarcenti,generacio,0.9814,1569,bert-alignment
yarcenti,epoko,0.9797,1569,bert-alignment
"yarcenti,",bronzepoko,0.975,2618,bert-alignment
"yarcenti,",konferenco,0.9746,2618,bert-alignment
"yarcenti,",epoko,0.9745,2618,bert-alignment
yarcento,epoko,0.9843,235,bert-alignment
yarcento,generacio,0.9842,235,bert-alignment
yarcento,jarmilo,0.9832,235,bert-alignment
"yarcento,",epoko,0.9816,224,bert-alignment
"yarcento,",bronzepoko,0.9804,224,bert-alignment
"yarcento,",generacio,0.9791,224,bert-alignment
yarcento.,epoko,0.9747,4804,bert-alignment
yarcento.,konferenco,0.9743,4804,bert-alignment
yarcento.,bronzepoko,0.9737,4804,bert-alignment
yardeki,tridekjara,0.9859,4317,bert-alignment
yardeki,krei,0.9844,4317,bert-alignment
yardeki,jarmilo,0.9837,4317,bert-alignment
yardeko,ludoviko,0.9874,2510,bert-alignment
yardeko,nomigas,0.9864,2510,bert-alignment
yardeko,loreno,0.9861,2510,bert-alignment
yari,henri,0.9821,13,bert-alignment
yari,jarmilo,0.9813,13,bert-alignment
yari,estraro,0.9812,13,bert-alignment
yari),d-ro,0.9809,1110,bert-alignment
yari),n-ro,0.9807,1110,bert-alignment
yari),vivis,0.9801,1110,bert-alignment
"yari,",korporacio,0.9775,24,bert-alignment
"yari,",kompanio,0.9771,24,bert-alignment
"yari,",d-ro,0.9766,24,bert-alignment
yari.,korporacio,0.9703,3189,bert-alignment
yari.,kompanio,0.9695,3189,bert-alignment
yari.,konferenco,0.9695,3189,bert-alignment
yarmilo,jarmilo,0.9945,3203,bert-alignment
yarmilo,epoko,0.979,3203,bert-alignment
yarmilo,generacio,0.9785,3203,bert-alignment
"yarmilo,",jarmilo,0.9899,304,bert-alignment
"yarmilo,",epoko,0.9791,304,bert-alignment
"yarmilo,",bronzepoko,0.9774,304,bert-alignment
yaro,aro,0.9827,34,bert-alignment
yaro,juro,0.9822,34,bert-alignment
yaro,estraro,0.9815,34,bert-alignment
"yaro,",d-ro,0.9839,864,bert-alignment
"yaro,",estraro,0.9834,864,bert-alignment
"yaro,",aro,0.9824,864,bert-alignment
ye,en,0.9862,36,bert-alignment
ye,ke,0.9852,36,bert-alignment
ye,ene,0.9839,36,bert-alignment
yekaterina,virina,0.9793,4896,bert-alignment
yekaterina,koreio,0.9792,4896,bert-alignment
yekaterina,etila,0.9789,4896,bert-alignment
yemen,carmen,0.9864,4200,bert-alignment
yemen,etna,0.9854,4200,bert-alignment
yemen,emma,0.9853,4200,bert-alignment
yen,real,0.982,633,bert-alignment
yen,loka,0.9817,633,bert-alignment
yen,klara,0.981,633,bert-alignment
york,york,1.0,1299,bert-alignment
york,kirk,0.9858,1299,bert-alignment
york,franklin,0.9848,1299,bert-alignment
"york,",york,0.9883,2884,bert-alignment
"york,",londono,0.9846,2884,bert-alignment
"york,",kirk,0.9843,2884,bert-alignment
you,you,0.9984,4264,bert-alignment
you,tu,0.9817,4264,bert-alignment
you,vi,0.9805,4264,bert-alignment
young,young,1.0,4257,bert-alignment
young,old,0.9855,4257,bert-alignment
young,longa,0.9805,4257,bert-alignment
yrjö,vilmos,0.9856,3184,bert-alignment
yrjö,ludoj,0.9856,3184,bert-alignment
yrjö,lokon,0.9855,3184,bert-alignment
yugoslavia,jugoslavio,0.9816,2165,bert-alignment
yugoslavia,rusia,0.9783,2165,bert-alignment
yugoslavia,slovakio,0.9774,2165,bert-alignment
yuna,yonne,0.9908,1141,bert-alignment
yuna,gyula,0.9898,1141,bert-alignment
yuna,malforta,0.9889,1141,bert-alignment
yuri,protekti,0.9802,862,bert-alignment
yuri,yonne,0.98,862,bert-alignment
yuri,libereco,0.9798,862,bert-alignment
yuro,libereco,0.9834,1376,bert-alignment
yuro,agado,0.983,1376,bert-alignment
yuro,lumo,0.9822,1376,bert-alignment
"zambrów,",gajni,0.9814,1644,bert-alignment
"zambrów,",detruita,0.9814,1644,bert-alignment
"zambrów,",ĉambroj,0.981,1644,bert-alignment
"zamość,",ĉambroj,0.9748,566,bert-alignment
"zamość,",andrzej,0.974,566,bert-alignment
"zamość,",nordrejn-vestfalio,0.9729,566,bert-alignment
zduńska,suden,0.9856,1643,bert-alignment
zduńska,sudano,0.9854,1643,bert-alignment
zduńska,duko,0.9847,1643,bert-alignment
zeus,heroo,0.9755,3347,bert-alignment
zeus,julius,0.9743,3347,bert-alignment
zeus,eblis,0.9741,3347,bert-alignment
zoni,doni,0.9897,3959,bert-alignment
zoni,zonoj,0.9883,3959,bert-alignment
zoni,preni,0.988,3959,bert-alignment
zono,zono,1.0,673,bert-alignment
zono,prizono,0.9876,673,bert-alignment
